AuthorNames-Deduped,AminerCitationCount_02-2019,XPloreCitationCount_02-2019
Stuart K. Card;Jock D. Mackinlay,430,69
Alfred Inselberg,223,65
Richard Brath,,4
Torsten MÃ¶ller;Raghu Machiraju;Klaus Mueller;Roni Yagel,115,26
Taosong He;Arie E. Kaufman,84,12
RÃ¼diger Westermann;Thomas Ertl,29,10
Roger C. Tam;Christopher G. Healey;Borys Flak;Peter Cahoon,50,1
Christopher R. Volpe;Ephraim P. Glinert,2,1
Yingmei Lavin;Yuval Levy;Lambertus Hesselink,25,5
Gerik Scheuermann;Hans Hagen;Heinz KrÃ¼ger;Martin Menzel;Alyn P. Rockwood,93,17
Wenli Cai;Pheng-Ann Heng,50,3
Mark A. Duchaineau;Murray Wolinsky;David E. Sigeti;Mark C. Miller;Charles Aldrich;Mark B. Mineev-Weinstein,1260,170
Dru Clark;Michael J. Bailey,9,2
Boris Rabinovich;Craig Gotsman,85,7
Leila De Floriani;Paola Magillo;Enrico Puppo,147,20
Pak Chung Wong;R. Daniel Bergeron,52,11
Rainer Wegenkittl;Helwig LÃ¶ffelmann;M. Eduard GrÃ¶ller,,16
Jackie Assa;Daniel Cohen-Or;Tova Milo,50,8
Yong Zhou 0001;Baoquan Chen;Arie E. Kaufman,162,33
Gregory M. Nielson;Il-Hong Jung;Junwon Sung,68,20
Zhifan Zhu;Raghu Machiraju;Bryan Fry;Robert J. Moorhead II,24,3
Penny Rheingans,8,7
Chandrajit L. Bajaj;Valerio Pascucci;Daniel Schikore,141,95
Andrew J. Hanson;Eric A. Wernert,166,27
Martin L. Brady;Kenneth K. Jung;H. T. Nguyen;Thinh P. Q. Nguyen,59,8
Jason Freund;Kenneth R. Sloan,55,7
J. Edward Swan;Klaus Mueller;Torsten MÃ¶ller;Naeem Shareef;Roger Crawfis;Roni Yagel,64,16
William J. Schroeder,165,35
Guy Albertelli;Roger Crawfis,50,8
Gregory M. Nielson;Junwon Sung,99,25
Gregory M. Nielson;Richard Franke,59,20
Michael Cox;David Ellsworth,85,89
Issei Fujishiro;Yuriko Takeshima;Yoshihiko Ichikawa;Kyoko Nakamura,50,3
Jason D. Wood;Helen Wright;Ken Brodlie,178,21
Cherilyn Michaels;Michael J. Bailey,54,9
Qian Chen;GÃ©rard G. Medioni,50,0
Peter Rander;P. J. Narayanan;Takeo Kanade,,41
Kwan-Liu Ma;Victoria Interrante,51,4
Yi-Jen Chiang;ClÃ¡udio T. Silva,40,17
Vijendra Jaswal,13,1
Rainer Wegenkittl;M. Eduard GrÃ¶ller,84,15
Han-Wei Shen;David L. Kao,131,18
Bruno Jobard;Wilfrid Lefer,77,11
Tzi-cker Chiueh;Chuan-Kai Yang;Taosong He;Hanspeter Pfister;Arie E. Kaufman,63,3
Oliver G. Staadt;Markus H. Gross;Roger Weber,46,10
Mike M. Chow,210,51
Daniel G. Aliaga;Anselmo Lastra,109,16
Gill Barequet;Subodh Kumar,185,25
Chhandomay Mandal;Hong Qin;Baba C. Vemuri,23,4
Tran S. Gieng;Bernd Hamann;Kenneth I. Joy;Gregory L. Schussman;Issac J. Trotts,75,24
Roberto Grosso;Christoph LÃ¼rig;Thomas Ertl,120,38
Jonathan D. Cohen;Dinesh Manocha;Marc Olano,129,31
Jihad El-Sana;Amitabh Varshney,88,12
David N. Kenwright;Robert Haimes,50,15
Samuel P. Uselton,21,6
Victoria Interrante;Chester Grosch,200,47
Jean-Marie Favre,50,4
Pak Chung Wong;R. Daniel Bergeron,16,4
Suya You;Lichan Hong;Ming Wan;Kittiboon Junyaprasert;Arie E. Kaufman;Shigeru Muraki;Yong Zhou 0001;Mark Wax;Zhengrong Liang,76,2
Patrick Hoffman;Georges G. Grinstein;Kenneth A. Marx;Ivo Grosse;Eugene Stanley,276,79
Anna Puig;Dani Tost;Isabel Navazo,44,8
David C. Banks;John T. Foley;Kiril Vidimce;Ming-Hoe Kiu,50,2
James P. Ahrens;Patrick S. McCormick;James Bossert;Jon Reisner;Judith Winterkamp,50,2
Maria Shneerson;Ayellet Tal,50,1
Anton L. Fuhrmann;Helwig LÃ¶ffelmann;Dieter Schmalstieg,51,13
Holly E. Rushmeier;Richard D. Lawrence;George AlmÃ¡si 0002,5,2
Russell M. Taylor II;Jun Chen;Shoji Okimoto;Noel Llopis-Artime;Vernon L. Chi;Frederick P. Brooks Jr.;Michael R. Falvo;Scott Paulson;Pichet Thiansathaporn;David Glick;Sean Washburn;Richard Superfine,28,14
Jed Marti,,1
Jeremy J. Loomis;Xiuwen Liu;Zhaohua Ding;Kikuo Fujimura;Michael L. Evans;Hideo Ishikawa,50,0
Dan Drake;Thomas Simpson;Larry Smithmier;Penny Rheingans,1,1
Lisa Sobierajski Avila;William J. Schroeder,,0
Sven Kuschfeldt;Thomas Ertl;Michael Holzner,50,2
Mark A. Livingston,7,5
Patricia Crossno;Edward Angel,62,23
Sean M. Smith;Glen N. Williams,50,11
Carol L. Hunter;Roger Crawfis;Michael Cox;Bernd Hamann;Charles D. Hansen;Mark C. Miller,,0
Georges G. Grinstein;Sharon J. Laskowski;Graham J. Wills;Bernice E. Rogowitz,,1
Holly E. Rushmeier;Harrison H. Barrett;Penny Rheingans;Samuel P. Uselton;Andrew Watson,18,0
Emmanuel FrÃ©con;Gareth Smith,76,15
Jeffrey L. Korn;Andrew W. Appel,27,4
Chang-Sung Jeong;Alex T. Pang,76,17
Graham J. Wills,50,14
Mei C. Chuah,93,27
Alan Keahey,,29
Mihael Ankerst;Stefan Berchtold;Daniel A. Keim,261,100
Ed Huai-hsin Chi;John Riedl,248,28
Yoram Moses;Zvi Polunsky;Ayellet Tal;Leonid Ulitsky,,7
Thomas C. Sprenger;Markus H. Gross;Daniel Bielser;T. Strasser,28,4
Alan M. MacEachren;Francis P. Boscoe;Daniel Haug;Linda Pickle,145,21
Stephan M. Kerpedjiev;Giuseppe Carenini;Nancy L. Green;Johanna D. Moore;Steven F. Roth,36,1
Barry G. Becker,,7
Marc D. Hansen;Doanna Meads;Alex T. Pang,50,3
Toshiyuki Masui,,10
Randall M. Rohrer;John L. Sibert;David S. Ebert,78,15
Min Song,50,2
Elizabeth G. Hetzler;Paul Whitney;Lou Martucci;James J. Thomas,108,21
Renato Pajarola,473,82
Jianyun Chai;Takaharu Miyoshi;Eihachiro Nakamae,24,5
Hugues Hoppe,1004,147
Leila De Floriani;Paola Magillo;Enrico Puppo,172,32
Chandrajit L. Bajaj;Valerio Pascucci;Daniel Schikore,116,18
Paolo Cignoni;Claudio Montani;Roberto Scopigno;Claudio Rocchini,149,21
Marek Teichmann;Michael V. Capps,59,21
Georges-Pierre Bonneau;Alexandre Gerussi,50,0
Deborah Silver;Xin Wang,,25
Chris Henze,41,17
Chi-Keung Tang;GÃ©rard G. Medioni,25,6
Yingmei Lavin;Rajesh Batra;Lambertus Hesselink,77,25
Christopher G. Healey;James T. Enns,88,11
Henrik Weimer;Joe D. Warren;Jane Troutner;Wendell Wiggins;John Shrout,7,1
David H. Laidlaw;Eric T. Ahrens;David Kremers;Matthew J. Avalos;Russell E. Jacobs;Carol Readhead,198,55
Xiaoyang Mao;Yuji Hatanaka;Hidenori Higashida;Atsumi Imamiya,72,22
Martin Roth;Ronald Peikert,159,42
David N. Kenwright,72,23
Han-Wei Shen,99,21
Yi-Jen Chiang;ClÃ¡udio T. Silva;William J. Schroeder,178,42
Yarden Livnat;Charles D. Hansen,136,38
Daniel A. Keim;Annemarie Herrmann,66,13
Nancy E. Miller;Pak Chung Wong;Mary Brewster;Harlan Foote,,26
Donald H. House;Christopher J. Kocmoud,76,11
Klaus Kremer,50,1
Voicu Popescu;Anselmo Lastra;Daniel G. Aliaga;Manuel Menezes de Oliveira Neto,63,16
Kay A. Robbins;David M. Senseman,24,10
Robert van Liere;Jan Harkes;Wim C. de Leeuw,50,4
Klaus Mueller;Roger Crawfis,118,25
Lichan Hong;Arie E. Kaufman,35,11
Ulf Tiede;Thomas Schiemann;Karl Heinz HÃ¶hne,143,37
Michael Garland;Paul S. Heckbert,612,123
Meenakshisundaram Gopi;Dinesh Manocha,50,1
Peter Lindstrom;Greg Turk,429,94
Issac J. Trotts;Bernd Hamann;Kenneth I. Joy;David F. Wiley,95,20
Ed Boring;Alex T. Pang,50,9
Anton L. Fuhrmann;M. Eduard GrÃ¶ller,111,18
Gregory M. Nielson;Il-Hong Jung;Junwon Sung,17,3
Shiaofen Fang;Tom Biddlecome;Mihran Tuceryan,135,28
Andrew J. Hanson;Eric A. Wernert,50,1
Christoph LÃ¼rig;Thomas Ertl,19,5
David Cline;Parris K. Egbert,74,12
Jurriaan D. Mulder;Frans C. A. Groen;Jarke J. van Wijk,0,5
Wim C. de Leeuw;Robert van Liere,40,7
Yair Kurzion;Torsten MÃ¶ller;Roni Yagel,8,4
Andrew J. Hanson,34,6
AndrÃ© GuÃ©ziec;Gabriel Taubin;Francis Lazarus;William Horn,116,15
Axel Friedrich;Konrad Polthier;Markus Schmies,10,4
Oliver G. Staadt;Markus H. Gross,175,37
Lloyd Treinish,50,6
Leslie Keely;Samuel P. Uselton,50,2
Qin Shen;Alex T. Pang;Samuel P. Uselton,50,10
I. Ari Sadarjoen;Frits H. Post;Bing Ma;David C. Banks;Hans-Georg Pagendarm,81,19
Johanna E. van der Heyden;Sheelagh Carpendale;Kevin B. Inkpen;M. Stella Atkins,50,3
Frans Vos;Hans J. W. Spoelder,50,1
Kevin Montgomery;Michael Stephanides;Stephen Schendel;Muriel Ross,50,2
Enrico Gobbetti;Piero Pili;Antonio Zorcolo;Massimiliano Tuveri,68,14
Sami Khoury;Adrian Freed;David Wessel,50,3
M. L. Lantin;Sheelagh Carpendale,50,0
Nelson L. Max,50,5
Dru Clark;Richard Marciano;Rosemarie McKeon;Michael J. Bailey,4,2
Douglass Davis;William Ribarsky;Nickolas Faust;Tian-Yue Jiang,39,5
Philip D. Heermann,50,7
Jim Durbin;J. Edward Swan;Brad Colbert;John Crowe;Rob King;Tony King;Christopher Scannell;Zachary Wartell;Terry Welsh,50,16
Hong Ma;Keith W. Jones;Eric A. Stern,50,2
Allen McPherson;Mathew Maltrud,50,4
Peter A. Rona;Karen G. Bemis;Deepak R. Kenchammana-Hosekote;Deborah Silver,8,7
Paul Chapman;Peter Stevens;Derek Wills;Graham R. Brookes,50,6
Elisha Sacks;Leo Joskowicz,50,1
Marco Lanzagorta;Milo V. Kral;J. Edward Swan;George Spanos;Robert Rosenberg;Eddy Kuo,28,5
Clifford A. Shaffer;Duane L. Knill;Layne T. Watson,8,6
Arie E. Kaufman;Marty Brady;William E. Lorensen;Frederick L. Kitson;Hanspeter Pfister,0,0
Samuel P. Uselton;Lloyd Treinish;James P. Ahrens;E. Wes Bethel;Andrei State,12,1
Georges G. Grinstein;Sharon J. Laskowski;Alfred Inselberg,50,1
David H. Laidlaw;David Kremers;Felica Frankel;Victoria Interrante;Thomas F. Banchoff,10,1
Steven G. Parker;Peter Shirley;Yarden Livnat;Charles D. Hansen;Peter-Pike J. Sloan,391,94
Jarke J. van Wijk;Edward R. van Selow,,99
Chris Stolte;Robert Bosch;Pat Hanrahan;Mendel Rosenblum,55,7
Ed Huai-hsin Chi;Stuart K. Card,55,11
Benjamin B. Bederson;Angela Boltman,238,36
Kerry Rodden;Wojciech Basalaj;David Sinclair;Kenneth R. Wood,,28
Octavio Juarez Espinosa;Chris Hendrickson;James H. Garrett Jr.,50,4
Staffan BjÃ¶rk;Lars Erik Holmquist;Johan RedstrÃ¶m,42,6
Ying-Huey Fua;Matthew O. Ward;Elke A. Rundensteiner,80,12
Richard M. Wilson 0002;R. Daniel Bergeron,,12
Jarke J. van Wijk;Huub van de Wetering,364,73
Hidekazu Shiozawa;Ken-ichi Okada;Yutaka Matsushita,28,8
Mark Derthick;James Harrison;Andrew Moore;Steven F. Roth,21,8
James K. Rayson,15,5
Michael Higgins;Peter Lucas 0002;Jeffrey Senn,,3
Alfred Inselberg;Tova Avidan,50,10
Pak Chung Wong;Paul Whitney;James J. Thomas,214,17
Ming C. Hao;Umeshwar Dayal;Meichun Hsu;Jim Baker;Bob Deletto,50,4
Stuart J. Rose,50,1
Tamara Munzner;FranÃ§ois GuimbretiÃ¨re;George G. Robertson,50,11
Daniel Cohen-Or;David Levin;Offir Remez,219,
BjÃ¸rn Heckel;Gunther H. Weber;Bernd Hamann;Kenneth I. Joy,131,41
Patrick J. Moran;Chris Henze,28,10
Alexandru Telea;Jarke J. van Wijk,182,51
Ying-Huey Fua;Matthew O. Ward;Elke A. Rundensteiner,512,58
Stefan Gumhold;Stefan Guthe;Wolfgang StraÃŸer,103,17
Hugues Hoppe,,97
AndrÃ© GuÃ©ziec;Frank Bossen;Gabriel Taubin;ClÃ¡udio T. Silva,50,13
Kwan-Liu Ma,126,29
Baoquan Chen;Frank Dachille;Arie E. Kaufman,50,6
Nivedita Sahasrabudhe;John E. West;Raghu Machiraju;Mark Janus,29,11
Rajesh Batra;Lambertus Hesselink,50,2
James T. Klosowski;ClÃ¡udio T. Silva,51,8
Enrico Gobbetti;Eric Bouvier,64,11
Jihad El-Sana;Elvir Azanli;Amitabh Varshney,98,17
Klaus Engel;RÃ¼diger Westermann;Thomas Ertl,89,14
Philip M. Sutton;Charles D. Hansen,,26
Chris Shaw 0002;James A. Hall;David S. Ebert;D. Aaron Roberts,24,4
Ramesh Raskar;Michael S. Brown;Ruigang Yang;Wei-Chao Chen;Greg Welch;Herman Towles;W. Brent Seales;Henry Fuchs,0,125
Bernd FrÃ¶hlich 0001;Stephen Barrass;BjÃ¶rn Zehner;John Plate;Martin GÃ¶bel,106,12
Sunil Hadap;Endre Bangerter;Pascal Volino;Nadia Magnenat-Thalmann,118,25
Gordon L. Kindlmann;David M. Weinstein,126,36
Kevin Kreeger;Arie E. Kaufman,91,10
Charidimos E. Gasparakis,10,0
Michael MeiÃŸner;Ulrich Hoffmann;Wolfgang StraÃŸer,,10
Greg Humphreys;Pat Hanrahan,217,43
C. Charles Law;Ken Martin;William J. Schroeder;Joshua Temkin,63,17
Christof Rezk-Salama;Peter Hastreiter;Christian Teitzel;Thomas Ertl,,30
Eric A. Wernert;Andrew J. Hanson,58,13
David M. Weinstein;Gordon L. Kindlmann;Eric C. Lundberg,315,32
Gerik Scheuermann;Holger Burbach;Hans Hagen,50,3
Ronald Peikert;Martin Roth,193,71
Gerik Scheuermann;Xavier Tricoche;Hans Hagen,50,12
Georges-Pierre Bonneau,46,8
Gregory M. Nielson;Dave J. Holliday;Tom Roxborough,50,3
Baoquan Chen;J. Edward Swan;Eddy Kuo;Arie E. Kaufman,51,7
Renato Pajarola;Jarek Rossignac;Andrzej Szymczak,46,10
Chandrajit L. Bajaj;Valerio Pascucci;Guozhong Zhuang,220,27
Patricia Crossno;Edward Angel,50,7
Tobias PreuÃŸer;Martin Rumpf,87,8
Robert Michael Kirby;H. Marmanis;David H. Laidlaw,209,30
Vivek Verma;David L. Kao;Alex T. Pang,,18
Wim C. de Leeuw;Robert van Liere,102,25
Eric LaMar;Bernd Hamann;Kenneth I. Joy,50,50
Klaus Mueller;Torsten MÃ¶ller;Roger Crawfis,126,27
Han-Wei Shen;Ling-Jan Chiang;Kwan-Liu Ma,232,59
Ming Wan;Arie E. Kaufman;Steve Bryson,44,20
Dirk Bartz;Wolfgang StraÃŸer;Martin Skalej;Dorothea Welte,0,6
Terry S. Yoo;Penny Rheingans,0,0
Ming Wan;Qingyu Tang;Arie E. Kaufman;Zhengrong Liang;Mark Wax,101,20
Zoya Maslak;Douglas J. Steel;Robert J. McDermott,0,1
Suzana Djurcilov;Alex T. Pang,14,7
Hans-Georg Pagendarm;B. Henne;M. Rutten,,5
Martin Schulz 0005;Frank Reck;Wolf Bartelheimer;Thomas Ertl,,6
Patricia Crossno;Edward Angel,12,7
Sepideh Chakaveh;Udo Zlender;Detlef Skaley;Konstantinos Fostiropoulos;Dieter Breitschwerdt,,2
Amit Goel;Chuck Baker;Clifford A. Shaffer;Bernard Grossman;Raphael T. Haftka;William H. Mason;Layne T. Watson,50,4
Christophe Winkler;Fabien Bosquet;Xavier Cavin;Jean-Claude Paul,4,3
Ronald Azuma;Howard Neely;Michael J. Daily;Mario Correa,50,6
Douglass Davis;William Ribarsky;Tian-Yue Jiang;Nickolas Faust;Sean Ho,66,8
Eliot Feibush;Nikhil Gagvani;Daniel Williams,50,0
Paul Chapman;Derek Wills;Peter Stevens;Graham R. Brookes,50,1
Chaomei Chen;Les Carr,69,7
Donna L. Gresh;Bernice E. Rogowitz;M. S. Tignor;E. J. Mayland,50,3
Eleftherios Koutsofios;Stephen C. North;Russell Truscott;Daniel A. Keim,54,16
Carl Manaster;Elizabeth Nanthakumar;Phillip A. Morin,1,0
Issei Fujishiro;Taeko Azuma;Yuriko Takeshima,132,43
Matthias Hopf;Thomas Ertl,117,14
Jayesh Govindarajan;Matthew O. Ward;Jonathan Barnett,50,1
Hanspeter Pfister;Michel Cox;Peter N. Glaskowsky;William E. Lorensen;Richard Greco,1,1
J. Edward Swan;Theresa-Marie Rhyne;David H. Laidlaw;Tamara Munzner;Victoria Interrante,,0
David N. Kenwright;David C. Banks;Steve Bryson;Robert Haimes;Robert van Liere;Samuel P. Uselton,50,0
Randy L. Ribler;Marc Abrams,15,
Chris Stolte;Pat Hanrahan,586,12
Christopher Olston;Allison Woodruff,50,5
Matthias Kreuseler;Norma LÃ³pez;Heidrun Schumann,96,17
James Abello;Jeffrey L. Korn,50,6
Ivan Herman;M. Scott Marshall;Guy MelanÃ§on,41,9
John T. Stasko;Eugene Zhang,459,121
Ed Huai-hsin Chi,,143
Issei Fujishiro;Rika Furuhata;Yoshihiko Ichikawa;Yuriko Takeshima,50,6
Staffan BjÃ¶rk;Johan RedstrÃ¶m,,4
AndrÃ© Skupin,115,18
Julie Yang-PelÃ¡ez;Woodie Flowers,16,5
Pak Chung Wong;Wendy Cowley;Harlan Foote;Elizabeth Jurrus;James J. Thomas,84,11
Susan L. Havre;Elizabeth G. Hetzler;Lucy T. Nowell,172,135
Anton Leuski;James Allan,98,14
Thomas J. Overbye;Jamie D. Weber,30,25
Isaac Brewer;Alan M. MacEachren;Hadi Abdo;Jack Gundrum;George Otto,105,22
Pearl Pu;Denis Lalanne,50,2
Cristina Russo Dos Santos;Pascal Gros;Pierre Abel;Didier Loisel;N. Trichaud;J. P. Paris,50,6
Monika BÃ¼scher;Dan Shapiro;Michael Christensen;Preben Holst Mogensen;Peter Ã˜rbÃ¦k,50,1
Stanislav L. Stoev;Wolfgang StraÃŸer,50,7
Rami Hietala;Jarkko Oikarinen,50,4
Sarang Lakare;Ming Wan;Mie Sato;Arie E. Kaufman,68,11
Ingmar Bitter;Mie Sato;Michael A. Bender;Kevin T. McDonnell;Arie E. Kaufman;Ming Wan,83,11
Matthew C. Humphrey,,3
Thomas C. Sprenger;R. Brunella;Markus H. Gross,113,22
T. J. Jankun-Kelly;Kwan-Liu Ma,62,17
Andrej Cedilnik;Penny Rheingans,74,25
Paolo Cignoni;D. Constanza;Claudio Montani;Claudio Rocchini;Roberto Scopigno,132,28
Tom Roxborough;Gregory M. Nielson,53,5
Chuan-Kai Yang;Tulika Mitra;Tzi-cker Chiueh,50,4
Stefan RÃ¶ttger;Martin Kraus;Thomas Ertl,214,52
Aditi Majumder;Zhu He;Herman Towles;Greg Welch,147,44
Yuqun Chen;Douglas W. Clark;Adam Finkelstein;Timothy C. Housel;Kai Li 0001,141,16
Dale A. Lawrence;Christopher D. Lee;Lucy Y. Pao;Roman Y. Novoselov,80,20
Arthur D. Gregory;Ajith Mascarenhas;Stephen A. Ehmann;Ming C. Lin;Dinesh Manocha,169,39
RÃ¼diger Westermann;Christopher R. Johnson 0001;Thomas Ertl,67,14
Bruno Jobard;Gordon Erlebacher;M. Yousuff Hussaini,85,20
Vivek Verma;David L. Kao;Alex T. Pang,196,56
Randy K. Scoggins;Robert J. Moorhead II;Raghu Machiraju,18,3
Helen H. Hu;Amy Ashurst Gooch;William B. Thompson;Brian E. Smits;John J. Rieser;Peter Shirley,,13
Shigeru Muraki;Toshiharu Nakai;Yasuyo Kita,12,1
David S. Ebert;Penny Rheingans,160,61
Steve M. F. Treavett;Min Chen,75,24
Helwig Hauser;Lukas Mroz;Gian Italo Bischi;M. Eduard GrÃ¶ller,62,12
Jian Huang;Roger Crawfis;Naeem Shareef;Klaus Mueller,77,9
JÃ¼rgen DÃ¶llner;Konstantin Baumann;Klaus H. Hinrichs,128,23
Frank Suits;James T. Klosowski;William Horn;GÃ©rard Lecina,50,0
Adam Hunter;Jonathan D. Cohen,26,4
Huamin Qu;Ming Wan;Jiafa Qin;Arie E. Kaufman,32,0
Thomas Gerstner;Renato Pajarola,147,30
Praveen Bhaniramka;Rephael Wenger;Roger Crawfis,71,29
ZoÃ« J. Wood;Peter SchrÃ¶der;David E. Breen;Mathieu Desbrun,191,45
David M. Weinstein,50,2
Helen Wright;Ken Brodlie;Tim David,50,2
R. R. Johnson,,4
Daniel Weiskopf;Daniel Kobras;Hanns Ruder,22,5
Ingrid Hotz;Hans Hagen,50,3
Olivier Devillers;Pierre-Marie Gandoin,121,37
Wei-Chao Chen;Herman Towles;Lars S. Nyland;Greg Welch;Henry Fuchs,79,0
Jihad El-Sana,50,0
Suresh K. Lodha;Jose C. Renteria;Krishna M. Roskin,53,17
Harald Garcke;Tobias PreuÃŸer;Martin Rumpf;Alexandru Telea;Ulrich Weikard;Jarke J. van Wijk,42,4
Xavier Tricoche;Gerik Scheuermann;Hans Hagen,140,41
Kathleen S. Bonnell;Kenneth I. Joy;Bernd Hamann;Daniel Schikore;Mark A. Duchaineau,37,8
Udo Adamy;Joachim Giesen;Matthias John 0003,46,11
Georges-Pierre Bonneau;Stefanie Hahmann,0,0
Martin Hering-Bertram;Mark A. Duchaineau;Bernd Hamann;Kenneth I. Joy,,11
Ulrich Clarenz;Udo Diewald;Martin Rumpf,337,86
Andreas Hubeli;Markus H. Gross,41,6
Fakir S. Nooruddin;Greg Turk,50,4
Ariel Shamir;Chandrajit L. Bajaj;Valerio Pascucci,99,22
Kay A. Robbins;Michael Gorman,50,0
Lukas Mroz;Rainer Wegenkittl;M. Eduard GrÃ¶ller,50,2
J. Edward Swan;Marco Lanzagorta;Doug Maxwell;Eddy Kuo;Jeffrey K. Uhlmann;Wendell Anderson;Haw-Jye Shyu;William Smith,18,2
Daniel Weiskopf,30,4
Klaus Engel;Thomas Ertl;Peter Hastreiter;Bernd Tomandl;K. Eberhardt,85,19
A. J. Fenlon;T. David;J. P. R. B. Walton,50,1
Andrew S. Forsberg;David H. Laidlaw;Andries van Dam;Robert Michael Kirby;George E. Karniadakis;Jonathan L. Elion,36,7
Rainer Wegenkittl;Anna Vilanova;Balint HegedÃ¼s;Daniel Wagner;Martin C. Freund;M. Eduard GrÃ¶ller,28,6
Henk Huitema;Robert van Liere,25,6
Patric Ljung;Mark Dieckmann;Niclas Andersson;Anders Ynnerman,50,5
Wim C. de Leeuw;Robert van Liere;Pernette J. Verschure;Roel van Driel;Astrid E. Visser;Erik M. M. Manders,8,1
Lloyd Treinish,15,8
Karen G. Bemis;Deborah Silver;Peter A. Rona;Chengwei Feng,50,4
Pak Chung Wong;Harlan Foote;L. Ruby Leung;Elizabeth Jurrus;Dan Adams;James J. Thomas,19,0
Donna L. Gresh;Bernice E. Rogowitz;Raimond L. Winslow;David F. Scollan;Christina K. Yung,112,30
Penny Rheingans;Marie desJardins,,10
David R. Nadeau;Michael J. Bailey,50,1
Gregory L. Schussman;Kwan-Liu Ma;David P. Schissel;Todd Evans,18,6
Paul Chapman;Derek Wills;Peter Stevens;Graham R. Brookes,5,1
Robert Stein;Alan M. Shih;M. Pauline Baker;Carl F. Cerco;Mark R. Noel,,0
Lloyd Treinish,50,10
Pat Hanrahan,50,0
Marc Weber;Marc Alexa;Wolfgang MÃ¼ller 0004,356,99
Lucy T. Nowell;Elizabeth G. Hetzler;Ted Tanasse,79,31
George S. Davidson;Brian N. Wylie;Kevin W. Boyack,106,14
James R. Eagan;Mary Jean Harrold;James A. Jones;John T. Stasko,31,7
Alan Keahey,,6
Ka-Ping Yee;Danyel Fisher;Rachna Dhamija;Marti A. Hearst,365,23
Janet M. Six;Ioannis G. Tollis,50,1
Frank van Ham;Huub van de Wetering;Jarke J. van Wijk,,8
James Abello;Irene Finocchi;Jeffrey L. Korn,50,7
Ben Shneiderman;Martin Wattenberg,254,77
Raimund Dachselt;JÃ¼rgen Ebert,50,10
Ernst Kleiberg;Huub van de Wetering;Jarke J. van Wijk,154,30
Robert Kosara;Silvia Miksch;Helwig Hauser,169,29
Susan L. Havre;Elizabeth G. Hetzler;Kenneth A. Perrine;Elizabeth Jurrus;Nancy Miller,110,26
Daniel A. Keim;Ming C. Hao;Julian Ladisch;Meichun Hsu;Umeshwar Dayal,81,13
Alfred Kobsa,111,28
S. Todd Barlow;Padraic Neville,45,30
Monica Tavanti;Mats Lind,89,29
S. Todd Barlow;Padraic Neville,50,8
Jeffrey Brainerd;Barry G. Becker,15,4
Robert M. Edsall;Alan M. MacEachren;Linda Pickle,41,9
James Agutter;Noah Syroid;Frank Drews;Dwayne R. Westenskow;Julio C. Bermudez;David L. Strayer,50,3
Jeffrey L. Posdamer,,0
Marc Alexa;Johannes Behr;Daniel Cohen-Or;Shachar Fleishman;David Levin;ClÃ¡udio T. Silva,822,183
Matthias Zwicker;Hanspeter Pfister;Jeroen van Baar;Markus H. Gross,150,30
Jonathan D. Cohen;Daniel G. Aliaga;Weiqiand Zhang,117,26
Baoquan Chen;Minh Xuan Nguye,142,16
Bruno Jobard;Gordon Erlebacher;M. Yousuff Hussaini,93,19
David BÃ¼rkle;Tobias PreuÃŸer;Martin Rumpf,50,5
Jarke J. van Wijk;Alexandru Telea,50,4
Gopal Sarma Pingali;Agata Opalach;Yves Jean;Ingrid Carlbom,50,13
Tamal K. Dey;Joachim Giesen;Samrat Goswami;James Hudson;Rephael Wenger;Wulue Zhao,50,3
Thomas TheuÃŸl;Torsten MÃ¶ller;M. Eduard GrÃ¶ller,127,12
Hamish A. Carr;Torsten MÃ¶ller;Jack Snoeyink,37,10
Jianbo Peng;Vasily Strela;Denis Zorin,63,7
Jason D. Walter;Christopher G. Healey,50,2
Peter Lindstrom;ClÃ¡udio T. Silva,141,34
Eric Shaffer;Michael Garland,181,37
Martin Isenburg;Stefan Gumhold;Craig Gotsman,64,15
David H. Laidlaw;Robert Michael Kirby;J. Scott Davidson;Timothy S. Miller;Marco da Silva;William H. Warren;Michael J. Tarr,55,13
Gerik Scheuermann;Tom Bobach;Hans Hagen;Karim Mahrous;Bernd Hamann;Kenneth I. Joy;Wolfgang Kollmann,71,20
Xavier Tricoche;Gerik Scheuermann;Hans Hagen,145,45
Ruigang Yang;David Gotz;Justin Hensley;Herman Towles;Michael S. Brown,235,43
Christopher O. Jaynes;Stephen B. Webb;R. Matt Steele;Michael S. Brown;W. Brent Seales,64,14
Bernice E. Rogowitz;Alan D. Kalvin,57,15
Bruno LÃ©vy;Guillaume Caumon;Stephane Conreaux;Xavier Cavin,27,3
Manfred Weiler;Thomas Ertl,29,6
JÃ¼rgen P. Schulze;Roland Niemeier;Ulrich Lang,36,7
Martin Kraus;Thomas Ertl,36,10
Vladimir Pekar;Rafael Wiemker;Daniel Bystrov,85,22
Shivaraj Tenginakai;Jinho Lee;Raghu Machiraju,80,22
Ming Wan;Frank Dachille;Arie E. Kaufman,136,12
Jian Huang;Roger Crawfis;Shao-Chiung Lu;Shuh-Yuan Liou,66,8
Joe Michael Kniss;Gordon L. Kindlmann;Charles D. Hansen,514,123
Eric B. Lum;Kwan-Liu Ma;John P. Clyne,115,24
RÃ¼diger Westermann;Bernd Sevenich,,15
Lukas Mroz;Helwig Hauser,50,5
